Sequence_id	Greengene_id	Percentage_identity	E-value	Classification
151|rev|TwinStudy_READ_09035186	198122	100.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
152|rev|TwinStudy_READ_09050724	188863	98.1	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
153|rev|TwinStudy_READ_08952069	137482	99.5	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
154|rev|TwinStudy_READ_08982798	18361	99.1	0.0	ncbi:Bacteria; Unclassified; otu_205
155|rev|TwinStudy_READ_08996593	137482	97.9	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
156|rev|TwinStudy_READ_08984171	182108	99.5	0.0	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
157|rev|TwinStudy_READ_09027787	165959	95.3	7e-173	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
158|rev|TwinStudy_READ_09001128	198174	99.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Unclassified; otu_1498
159|rev|TwinStudy_READ_09094739	109018	99.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Unclassified; otu_1631
160|rev|TwinStudy_READ_08996422	191786	98.4	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
161|rev|TwinStudy_READ_09059355	10973	99.7	0.0	ncbi:Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter; Unclassified; otu_2957
162|rev|TwinStudy_READ_09109422	179971	97.2	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
163|rev|TwinStudy_READ_09004788	149504	98.8	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
164|rev|TwinStudy_READ_08921819	133166	96.1	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
165|rev|TwinStudy_READ_09124731	180687	98.9	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
166|rev|TwinStudy_READ_08942808	187022	99.7	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
167|rev|TwinStudy_READ_08946144	176499	99.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Unclassified; otu_1665
168|rev|TwinStudy_READ_08939635	185822	99.7	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
169|rev|TwinStudy_READ_08986523	175094	97.6	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
170|rev|TwinStudy_READ_08944961	137482	93.4	1e-152	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
171|rev|TwinStudy_READ_09195028	192164	97.7	0.0	ncbi:Bacteria; Unclassified; otu_205
172|rev|TwinStudy_READ_09101076	137482	100.0	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
173|rev|TwinStudy_READ_09047861	85145	98.1	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Acidaminococcaceae; Dialister; Unclassified; otu_1514
174|rev|TwinStudy_READ_09011653	193730	100.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
175|rev|TwinStudy_READ_08991098	27866	100.0	0.0	ncbi:Bacteria; Unclassified; otu_205
176|rev|TwinStudy_READ_08999354	175094	96.9	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
177|rev|TwinStudy_READ_08924073	44695	94.8	2e-151	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
178|rev|TwinStudy_READ_09076042	197958	99.2	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
179|rev|TwinStudy_READ_09163730	234651	95.0	6e-133	ncbi:Bacteria; Unclassified; otu_205
180|rev|TwinStudy_READ_09135865	182617	94.9	3e-156	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerotruncus; otu_1742
181|rev|TwinStudy_READ_08940739	13989	98.1	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
182|rev|TwinStudy_READ_08982863	177320	99.2	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
183|rev|TwinStudy_READ_09020856	231094	98.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
184|rev|TwinStudy_READ_08922425	191786	98.6	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
185|rev|TwinStudy_READ_08943084	16054	98.1	3e-162	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
186|rev|TwinStudy_READ_09065422	133166	96.3	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
187|rev|TwinStudy_READ_09149181	42538	93.6	4e-125	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
188|rev|TwinStudy_READ_09036334	182894	95.0	2e-160	ncbi:Bacteria; Actinobacteria; Coriobacteridae; Coriobacteriales; Coriobacterineae; Coriobacteriaceae; Eggerthella; otu_627
189|rev|TwinStudy_READ_08922190	162684	99.2	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
190|rev|TwinStudy_READ_08967078	188863	99.7	3e-178	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
191|rev|TwinStudy_READ_09208289	188863	98.9	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
192|rev|TwinStudy_READ_08981681	184084	99.4	4e-171	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
193|rev|TwinStudy_READ_09060672	211008	99.2	0.0	ncbi:Bacteria; Unclassified; otu_205
194|rev|TwinStudy_READ_09125623	133166	95.3	1e-168	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
195|rev|TwinStudy_READ_09050558	182431	100.0	5e-167	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
196|rev|TwinStudy_READ_09046259	164869	98.2	4e-146	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Unclassified; otu_1656
197|rev|TwinStudy_READ_08980701	211008	98.7	0.0	ncbi:Bacteria; Unclassified; otu_205
198|rev|TwinStudy_READ_09003248	198387	98.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
199|rev|TwinStudy_READ_08923839	13989	99.2	9e-141	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
200|rev|TwinStudy_READ_09081172	197624	99.7	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
201|rev|TwinStudy_READ_09045076	109541	96.0	7e-142	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
202|rev|TwinStudy_READ_09036266	18361	99.6	1e-143	ncbi:Bacteria; Unclassified; otu_205
203|rev|TwinStudy_READ_08938549	199514	99.7	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
204|rev|TwinStudy_READ_09014336	174892	98.6	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
205|rev|TwinStudy_READ_09178445	102704	96.9	5e-127	ncbi:Bacteria; Unclassified; otu_205
206|rev|TwinStudy_READ_09073253	109541	95.6	1e-134	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
207|rev|TwinStudy_READ_09060416	82283	99.2	5e-130	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospira; otu_1673
208|rev|TwinStudy_READ_09175284	196134	95.9	1e-146	ncbi:Bacteria; Unclassified; otu_205
209|rev|TwinStudy_READ_09035527	16054	98.4	3e-131	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
210|rev|TwinStudy_READ_08918260	130	97.3	0.0	ncbi:Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium; Unclassified; otu_79
211|rev|TwinStudy_READ_09023614	189445	94.2	4e-140	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
212|rev|TwinStudy_READ_09053241	184084	99.7	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
213|rev|TwinStudy_READ_09211867	184084	99.7	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
214|rev|TwinStudy_READ_08932450	199514	98.5	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
215|rev|TwinStudy_READ_08983258	193897	100.0	7e-157	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
216|rev|TwinStudy_READ_08991805	174892	98.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
217|rev|TwinStudy_READ_09002066	104358	94.3	2e-104	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
218|rev|TwinStudy_READ_08982892	137482	94.6	1e-155	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
219|rev|TwinStudy_READ_09096120	16076	99.0	7e-157	ncbi:Bacteria; Unclassified; otu_205
220|rev|TwinStudy_READ_09189368	182108	99.3	4e-155	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
221|rev|TwinStudy_READ_09192523	188863	100.0	3e-146	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
222|rev|TwinStudy_READ_09128055	13989	99.6	9e-147	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
223|rev|TwinStudy_READ_09177374	16054	98.8	5e-136	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
224|rev|TwinStudy_READ_09211259	2045	94.8	8e-126	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
225|rev|TwinStudy_READ_09022708	174734	92.4	2e-114	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
226|rev|TwinStudy_READ_09087656	192419	97.5	1e-139	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
227|rev|TwinStudy_READ_09032472	137482	99.4	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
228|rev|TwinStudy_READ_09170151	182229	100.0	7e-132	ncbi:Bacteria; Firmicutes; Mollicutes; Unclassified; otu_1955
229|rev|TwinStudy_READ_08965010	195619	98.5	8e-141	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
230|rev|TwinStudy_READ_09106801	16076	98.7	4e-118	ncbi:Bacteria; Unclassified; otu_205
231|rev|TwinStudy_READ_08934899	195467	100.0	3e-159	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
232|rev|TwinStudy_READ_08928895	188911	96.4	2e-170	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Porphyromonadaceae; Parabacteroides; Unclassified; otu_706
233|rev|TwinStudy_READ_09026339	42538	96.7	3e-131	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
234|rev|TwinStudy_READ_09087385	189383	98.3	3e-150	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Unclassified; otu_1498
235|rev|TwinStudy_READ_09164830	14035	96.2	8e-110	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
236|rev|TwinStudy_READ_09185112	187022	99.3	4e-146	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
237|rev|TwinStudy_READ_09027194	33833	97.9	2e-123	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Unclassified; otu_1498
238|rev|TwinStudy_READ_09102929	42538	97.2	7e-126	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
239|rev|TwinStudy_READ_09005777	194123	98.1	5e-139	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Unclassified; otu_1656
240|rev|TwinStudy_READ_09190600	149504	97.9	2e-170	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
241|rev|TwinStudy_READ_09031962	197624	99.7	1e-167	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
242|rev|TwinStudy_READ_09206715	184084	97.8	2e-113	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
243|rev|TwinStudy_READ_09056524	189150	98.7	2e-160	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
244|rev|TwinStudy_READ_08926587	195619	100.0	5e-120	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
245|rev|TwinStudy_READ_08928991	196844	100.0	6e-154	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
246|rev|TwinStudy_READ_09139437	210102	89.2	6e-62	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
247|rev|TwinStudy_READ_09023143	199514	99.6	2e-157	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
248|rev|TwinStudy_READ_09150443	182431	100.0	3e-131	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
249|rev|TwinStudy_READ_08947679	193897	98.8	3e-131	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
250|rev|TwinStudy_READ_09089927	2045	97.8	5e-114	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
251|rev|TwinStudy_READ_09063339	175094	98.4	8e-160	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
252|rev|TwinStudy_READ_09019757	210102	94.6	5e-102	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
253|rev|TwinStudy_READ_09199577	196518	98.9	2e-144	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
254|rev|TwinStudy_READ_08934425	177320	99.6	2e-138	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
255|rev|TwinStudy_READ_09004712	181329	100.0	2e-147	ncbi:Bacteria; Firmicutes; Unclassified; otu_1350
256|rev|TwinStudy_READ_09054057	181329	99.6	9e-147	ncbi:Bacteria; Firmicutes; Unclassified; otu_1350
257|rev|TwinStudy_READ_08983493	137482	97.6	2e-101	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
258|rev|TwinStudy_READ_09198745	99566	97.3	3e-90	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
259|rev|TwinStudy_READ_09141731	50457	96.0	9e-75	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
260|rev|TwinStudy_READ_09007539	210102	88.0	1e-44	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
261|rev|TwinStudy_READ_09181353	196134	99.2	4e-130	ncbi:Bacteria; Unclassified; otu_205
262|rev|TwinStudy_READ_08989886	199714	100.0	3e-96	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
263|rev|TwinStudy_READ_09035519	164968	98.5	6e-101	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
264|rev|TwinStudy_READ_09027282	179971	95.3	3e-84	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
265|rev|TwinStudy_READ_09162499	188863	98.8	3e-87	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
266|rev|TwinStudy_READ_09153772	197624	99.3	2e-72	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
267|rev|TwinStudy_READ_08973771	184084	99.5	2e-100	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
268|rev|TwinStudy_READ_09059863	198387	98.7	3e-77	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
269|rev|TwinStudy_READ_08956821	183819	99.5	9e-100	ncbi:Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter; Unclassified; otu_2541
270|rev|TwinStudy_READ_09148231	14023	97.4	3e-74	ncbi:Bacteria; Unclassified; otu_205
271|rev|TwinStudy_READ_09015892	137514	97.6	3e-81	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
272|rev|TwinStudy_READ_09207880	192654	100.0	3e-90	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
273|rev|TwinStudy_READ_08931261	196844	100.0	1e-89	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
274|rev|TwinStudy_READ_09133782	199354	99.6	2e-151	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
275|rev|TwinStudy_READ_08972949	198122	99.0	2e-100	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
276|rev|TwinStudy_READ_08950158	137514	97.0	6e-79	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
277|rev|TwinStudy_READ_09081530	199714	99.4	1e-86	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
278|rev|TwinStudy_READ_08954563	199714	99.4	1e-86	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
279|rev|TwinStudy_READ_09059954	199714	99.4	1e-86	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
280|rev|TwinStudy_READ_09092562	199714	99.4	1e-86	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
281|rev|TwinStudy_READ_09174396	199714	99.4	1e-86	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
282|rev|TwinStudy_READ_09052006	198387	100.0	6e-85	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
283|rev|TwinStudy_READ_08959306	50457	94.2	2e-60	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
284|rev|TwinStudy_READ_09016186	199714	99.4	4e-86	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
285|rev|TwinStudy_READ_09014301	194123	98.9	8e-97	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Unclassified; otu_1656
286|rev|TwinStudy_READ_08932547	42538	97.1	6e-66	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
287|rev|TwinStudy_READ_09038335	137482	99.3	2e-78	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
288|rev|TwinStudy_READ_09187886	137482	100.0	7e-88	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
289|rev|TwinStudy_READ_09196893	109780	96.0	5e-54	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
290|rev|TwinStudy_READ_09200569	186118	96.0	1e-64	ncbi:Bacteria; Unclassified; otu_205
291|rev|TwinStudy_READ_09072985	137482	100.0	2e-85	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
292|rev|TwinStudy_READ_09046344	111310	91.8	2e-44	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
293|rev|TwinStudy_READ_09200818	201772	100.0	8e-62	ncbi:Bacteria; Unclassified; otu_205
294|rev|TwinStudy_READ_09217323	186118	96.5	4e-64	ncbi:Bacteria; Unclassified; otu_205
295|rev|TwinStudy_READ_08932827	186118	95.3	1e-61	ncbi:Bacteria; Unclassified; otu_205
296|rev|TwinStudy_READ_09067895	149504	100.0	2e-75	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
297|rev|TwinStudy_READ_09197806	210102	87.2	3e-44	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
298|rev|TwinStudy_READ_09081272	234651	97.0	3e-43	ncbi:Bacteria; Unclassified; otu_205
299|rev|TwinStudy_READ_08999633	192323	100.0	3e-61	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
300|rev|TwinStudy_READ_09045036	192323	100.0	3e-61	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
301|rev|TwinStudy_READ_09120084	137482	100.0	6e-66	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
302|rev|TwinStudy_READ_09053867	182816	97.2	1e-48	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Acidaminococcaceae; Dialister; Unclassified; otu_1514
303|rev|TwinStudy_READ_09029785	189150	97.2	1e-48	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
304|rev|TwinStudy_READ_08951022	111310	97.8	2e-40	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
305|rev|TwinStudy_READ_09072656	50457	96.6	2e-37	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
306|rev|TwinStudy_READ_08974392	102704	98.9	3e-42	ncbi:Bacteria; Unclassified; otu_205
307|rev|TwinStudy_READ_09182371	197624	100.0	1e-60	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
309|rev|TwinStudy_READ_09007267	195029	98.1	1e-48	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Unclassified; otu_1547
310|rev|TwinStudy_READ_09074140	105901	96.6	5e-38	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
311|rev|TwinStudy_READ_09215169	50457	100.0	2e-37	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
312|rev|TwinStudy_READ_08956673	52410	97.3	1e-51	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Unclassified; otu_1547
